"","geneSymbol","cluster"
"1190","Camk2a",1
"1191","Camk2b",1
"1192","Camk2d",6
"1193","Camk2g",1
"1194","Camk2n2",3
"1195","Camkk2",7
"1196","Camkv",3
"1197","Camsap1",3
"1198","Camsap2",3
"1199","Camsap3",3
"1200","Camta1",6
"1201","Camta2",9
"1202","Cand2",1
"1203","Cant1",9
"1204","Cap1",8
"1205","Cap2",9
"1206","Capg",4
"1207","Capn1",1
"1208","Capn10",3
"1209","Capn12",3
"1210","Capn3",4
"1211","Capn5",1
"1212","Capn6",1
"1213","Capns1",9
"1214","Caprin1",3
"1215","Caprin2",7
"1216","Capza1",1
"1217","Capza2",1
"1218","Capzb",4
"1219","Car11",1
"1220","Car12",6
"1221","Car13",3
"1222","Car15",7
"1223","Car2",3
"1224","Car4",3
"1225","Car9",6
"1226","Card10",2
"1227","Card14",4
"1228","Card6",4
"1229","Carf",3
"1230","Carhsp1",6
"1231","Carm1",3
"1232","Cars",3
"1233","Casc3",7
"1234","Casd1",5
"1235","Cask",3
"1236","Casp12",1
"1237","Casp14",3
"1238","Casp3",3
"1239","Casp6",1
"1240","Casp8ap2",3
"1241","Casq1",1
"1242","Casq2",4
"1243","Casr",1
"1244","Casz1",9
"1245","Catsperg1",3
"1246","Catsperg2",3
"1247","Cav1",6
"1248","Cav2",6
"1249","Cav3",1
"1250","Cbfa2t2",5
"1251","Cbll1",3
"1252","Cbln3",1
"1253","Cbr3",3
"1254","Cbr4",4
"1255","Cbx1",3
"1256","Cbx2",7
"1257","Cbx4",1
"1258","Cbx6",1
"1259","Cc2d1b",3
"1260","Cc2d2a",1
"1261","Ccar1",3
"1262","Ccbl1",4
"1263","Ccbl2",5
"1264","Ccdc101",7
"1265","Ccdc107",1
"1266","Ccdc109b",8
"1267","Ccdc110",4
"1268","Ccdc113",4
"1269","Ccdc114",3
"1270","Ccdc115",1
"1271","Ccdc117",3
"1272","Ccdc120",3
"1273","Ccdc122",4
"1274","Ccdc126",1
"1275","Ccdc127",4
"1276","Ccdc129",2
"1277","Ccdc13",7
"1278","Ccdc136",9
"1279","Ccdc141",9
"1280","Ccdc146",1
"1281","Ccdc149",4
"1282","Ccdc155",3
"1283","Ccdc160",7
"1284","Ccdc163",3
"1285","Ccdc166",3
"1286","Ccdc176",6
"1287","Ccdc18",3
"1288","Ccdc184",1
"1289","Ccdc186",4
"1290","Ccdc23",1
"1291","Ccdc24",7
"1292","Ccdc3",1
"1293","Ccdc30",7
"1294","Ccdc32",4
"1295","Ccdc33",3
"1296","Ccdc40",3
"1297","Ccdc42",9
"1298","Ccdc47",1
"1299","Ccdc57",8
"1300","Ccdc58",2
"1301","Ccdc60",3
"1302","Ccdc65",9
"1303","Ccdc68",6
"1304","Ccdc69",1
"1305","Ccdc8",1
"1306","Ccdc82",1
"1307","Ccdc84",9
"1308","Ccdc85a",7
"1309","Ccdc85b",9
"1310","Ccdc85c",5
"1311","Ccdc86",3
"1312","Ccdc88c",9
"1313","Ccdc9",7
"1314","Ccdc91",3
"1315","Ccdc96",8
"1316","Ccdc97",9
"1317","Cchcr1",7
"1318","Cck",1
"1319","Ccl27a",7
"1320","Ccm2",2
"1321","Ccnb3",1
"1322","Ccnd3",1
"1323","Ccndbp1",1
"1324","Ccne2",1
"1325","Ccng1",6
"1326","Ccng2",6
"1327","Ccnj",3
"1328","Ccnjl",1
"1329","Ccnk",7
"1330","Ccnl1",7
"1331","Ccnyl1",3
"1332","Ccp110",7
"1333","Ccpg1",4
"1334","Ccr4",3
"1335","Ccr7",1
"1336","Ccrl2",1
"1337","Ccrn4l",2
"1338","Ccser2",4
"1339","Cct2",3
"1340","Cct3",3
"1341","Cct4",3
"1342","Cct5",3
"1343","Cct6a",3
"1344","Cct7",7
"1345","Cct8",3
"1346","Ccz1",2
"1347","Cd101",1
"1348","Cd164",1
"1349","Cd1d1",1
"1350","Cd1d2",1
"1351","Cd209e",3
"1352","Cd209g",3
"1353","Cd248",1
"1354","Cd274",1
"1355","Cd2ap",3
"1356","Cd300e",7
"1357","Cd300lb",1
"1358","Cd320",3
"1359","Cd34",4
"1360","Cd38",1
"1361","Cd3eap",1
"1362","Cd40",9
"1363","Cd44",1
"1364","Cd47",4
"1365","Cd55",3
"1366","Cd59a",1
"1367","Cd68",7
"1368","Cd79a",3
"1369","Cd80",2
"1370","Cd81",1
"1371","Cd8a",3
"1372","Cd93",4
"1373","Cd99l2",1
"1374","Cda",6
"1375","Cdadc1",5
"1376","Cdc14a",7
"1377","Cdc23",3
"1378","Cdc25a",3
"1379","Cdc37l1",1
"1380","Cdc40",3
"1381","Cdc42",6
"1382","Cdc42bpg",2
"1383","Cdc42ep2",1
"1384","Cdc42ep3",1
"1385","Cdc42ep4",7
"1386","Cdc42ep5",3
"1387","Cdc42se2",7
"1388","Cdc45",7
"1389","Cdc5l",7
"1390","Cdc6",3
"1391","Cdca4",3
"1392","Cdca7",3
"1393","Cdca7l",3
"1394","Cdcp1",3
"1395","Cdh1",3
"1396","Cdh10",2
"1397","Cdh12",2
"1398","Cdh13",4
"1399","Cdh16",1
"1400","Cdh17",1
"1401","Cdh2",1
"1402","Cdh20",6
"1403","Cdh23",2
"1404","Cdh24",7
"1405","Cdh4",3
"1406","Cdh5",1
"1407","Cdh6",8
"1408","Cdh8",6
"1409","Cdhr1",7
"1410","Cdip1",1
"1411","Cdk10",7
"1412","Cdk11b",3
"1413","Cdk12",7
"1414","Cdk13",3
"1415","Cdk14",3
"1416","Cdk16",4
"1417","Cdk2",8
"1418","Cdk2ap1",3
"1419","Cdk2ap2",5
"1420","Cdk4",3
"1421","Cdk5r1",7
"1422","Cdk5r2",3
"1423","Cdk5rap1",4
"1424","Cdk5rap2",3
"1425","Cdk5rap3",7
"1426","Cdk6",3
"1427","Cdk7",3
"1428","Cdkal1",4
"1429","Cdkl1",6
"1430","Cdkl3",6
"1431","Cdkl5",2
"1432","Cdkn1a",6
"1433","Cdkn1c",9
"1434","Cdkn2aip",3
"1435","Cdkn2d",1
"1436","Cdo1",1
"1437","Cdon",2
"1438","Cdr2l",3
"1439","Cds1",3
"1440","Cdsn",4
"1441","Cdt1",3
"1442","Cdyl",3
"1443","Ceacam1",3
"1444","Ceacam10",3
"1445","Cebpg",3
"1446","Cebpz",3
"1447","Cecr2",7
"1448","Cecr6",3
"1449","Cela1",6
"1450","Celf2",1
"1451","Celf5",3
"1452","Celsr1",5
"1453","Celsr3",7
"1454","Cend1",1
"1455","Cenpb",2
"1456","Cenph",7
"1457","Cenpk",3
"1458","Cenpo",3
"1459","Cenpu",7
"1460","Cenpv",5
"1461","Cep104",8
"1462","Cep120",3
"1463","Cep126",3
"1464","Cep135",7
"1465","Cep152",3
"1466","Cep162",7
"1467","Cep164",7
"1468","Cep170",6
"1469","Cep170b",3
"1470","Cep192",3
"1471","Cep250",3
"1472","Cep290",3
"1473","Cep44",3
"1474","Cep57",3
"1475","Cep63",2
"1476","Cep70",3
"1477","Cep78",3
"1478","Cep83",3
"1479","Cep97",3
"1480","Cept1",2
"1481","Cer1",3
"1482","Cercam",1
"1483","Cerk",4
"1484","Cers1",1
"1485","Cers5",3
"1486","Ces1e",1
"1487","Ces5a",3
"1488","Cetn2",4
"1489","Cfap20",3
"1490","Cfap69",3
"1491","Cfap74",5
"1492","Cfap97",1
"1493","Cfc1",3
"1494","Cfh",4
"1495","Cfl1",8
"1496","Cfl2",1
"1497","Cftr",3
"1498","Cgn",3
"1499","Chac1",3
"1500","Chac2",4
"1501","Chadl",7
"1502","Chaf1a",3
"1503","Chaf1b",7
"1504","Champ1",7
"1505","Chchd10",1
"1506","Chchd2",1
"1507","Chchd3",4
"1508","Chchd5",7
"1509","Chchd7",1
"1510","Chd1",3
"1511","Chd3",4
"1512","Chd5",3
"1513","Chd6",3
"1514","Chd9",1
"1515","Chek1",3
"1516","Cherp",3
"1517","Chia1",7
"1518","Chid1",4
"1519","Chka",3
"1520","Chm",4
"1521","Chml",3
"1522","Chmp2a",4
"1523","Chmp3",8
"1524","Chmp4b",4
"1525","Chmp4c",3
"1526","Chmp7",1
"1527","Chn1",3
"1528","Chordc1",8
"1529","Chpf",1
"1530","Chpf2",1
"1531","Chpt1",1
"1532","Chrd",7
"1533","Chrdl1",3
"1534","Chrm2",1
"1535","Chrna3",3
"1536","Chrna4",3
"1537","Chrnb2",3
"1538","Chrnb4",3
"1539","Chrng",4
"1540","Chst11",6
"1541","Chst12",1
"1542","Chst2",2
"1543","Chst3",3
"1544","Chst7",3
"1545","Chsy1",1
"1546","Chtf18",7
"1547","Chtf8",3
"1548","Chtop",8
"1549","Chuk",8
"1550","Churc1",1
"1551","Ciao1",1
"1552","Ciart",6
"1553","Cidea",4
"1554","Cideb",1
"1555","Cipc",1
"1556","Cirbp",1
"1557","Cirh1a",3
"1558","Cisd3",1
"1559","Cish",2
"1560","Cit",3
"1561","Cited2",9
"1562","Cited4",1
"1563","Ciz1",7
"1564","Ckap4",1
"1565","Ckb",1
"1566","Cklf",7
"1567","Ckm",4
"1568","Ckmt2",1
"1569","Clasp1",4
"1570","Clasp2",8
"1571","Clasrp",7
"1572","Clca4a",3
"1573","Clcc1",4
"1574","Clcf1",3
"1575","Clcn2",7
"1576","Clcn3",2
"1577","Clcn6",2
"1578","Clcnkb",1
"1579","Cldn11",3
"1580","Cldn12",1
"1581","Cldn15",7
"1582","Cldn19",3
"1583","Cldn4",3
"1584","Cldnd1",9
"1585","Clec14a",5
"1586","Clec16a",1
"1587","Clec1a",1
"1588","Clec1b",6
"1589","Clec5a",3
"1590","Clic1",4
"1591","Clic4",9
"1592","Clic5",1
"1593","Clic6",2
"1594","Clip1",1
"1595","Clip2",2
"1596","Clip4",4
"1597","Clk2",7
"1598","Clmn",3
"1599","Clmp",3
"1600","Clns1a",3
"1601","Clock",1
"1602","Clp1",3
"1603","Clptm1",1
"1604","Clptm1l",1
"1605","Clstn1",7
"1606","Clstn2",1
"1607","Clstn3",3
"1608","Cltb",4
"1609","Cltc",1
"1610","Clu",6
"1611","Cluap1",3
"1612","Cluh",1
"1613","Clybl",4
"1614","Cmas",1
"1615","Cmbl",1
"1616","Cmc2",4
"1617","Cmc4",3
"1618","Cmss1",3
"1619","Cmtm3",3
"1620","Cmtm4",3
"1621","Cmtm8",1
"1622","Cmtr1",4
"1623","Cmya5",9
"1624","Cnbp",3
"1625","Cnih2",4
"1626","Cnih4",6
"1627","Cnksr2",3
"1628","Cnksr3",7
"1629","Cnn1",1
"1630","Cnn2",9
"1631","Cnn3",3
"1632","Cnnm1",6
"1633","Cnnm2",1
"1634","Cnot1",6
"1635","Cnot10",3
"1636","Cnot11",7
"1637","Cnot2",3
"1638","Cnot3",3
"1639","Cnot6",1
"1640","Cnot6l",4
"1641","Cnp",4
"1642","Cnr1",7
"1643","Cnr2",6
"1644","Cnst",1
"1645","Cntfr",8
"1646","Cntn1",1
"1647","Cntn2",2
"1648","Cntn4",3
"1649","Cntnap1",1
"1650","Coa3",1
"1651","Coa4",1
"1652","Coa6",4
"1653","Coch",3
"1654","Cog1",9
"1655","Cog4",4
"1656","Cog6",1
"1657","Cog7",1
"1658","Coil",3
"1659","Col11a1",1
"1660","Col11a2",7
"1661","Col12a1",1
"1662","Col13a1",1
"1663","Col16a1",1
"1664","Col1a1",1
"1665","Col1a2",1
"1666","Col22a1",1
"1667","Col23a1",3
"1668","Col24a1",3
"1669","Col28a1",3
"1670","Col2a1",1
"1671","Col3a1",1
"1672","Col4a1",4
"1673","Col4a2",4
"1674","Col4a3bp",6
"1675","Col4a5",4
"1676","Col4a6",4
"1677","Col5a1",1
"1678","Col5a2",1
"1679","Col6a1",9
"1680","Col6a2",9
"1681","Col6a3",1
"1682","Col7a1",7
"1683","Col8a1",1
"1684","Col9a1",4
"1685","Col9a2",1
"1686","Colec11",1
"1687","Colec12",2
"1688","Colgalt2",4
"1689","Colq",1
"1690","Commd10",1
"1691","Commd3",2
"1692","Commd4",3
"1693","Commd5",1
"1694","Commd6",1
"1695","Commd7",3
"1696","Commd8",5
"1697","Commd9",1
"1698","Comt",4
"1699","Copb1",1
"1700","Copb2",1
"1701","Cope",4
"1702","Coprs",1
"1703","Cops2",4
"1704","Cops4",5
"1705","Cops6",1
"1706","Cops7a",4
"1707","Cops7b",7
"1708","Copz1",5
"1709","Copz2",1
"1710","Coq10b",6
"1711","Coq3",1
"1712","Coq4",5
"1713","Coq5",1
"1714","Coq6",4
"1715","Coq9",1
"1716","Corin",1
"1717","Coro1b",7
"1718","Coro2a",3
"1719","Coro6",9
"1720","Cotl1",1
"1721","Cox11",4
"1722","Cox14",1
"1723","Cox15",1
"1724","Cox19",1
"1725","Cox20",4
"1726","Cox4i1",4
"1727","Cox4i2",6
"1728","Cox5a",1
"1729","Cox5b",1
"1730","Cox6a1",1
"1731","Cox6a2",1
"1732","Cox6b1",1
"1733","Cox6b2",3
"1734","Cox6c",4
"1735","Cox7a1",1
"1736","Cox7a2",1
"1737","Cox7b",4
"1738","Cox7c",4
"1739","Cox8a",1
"1740","Cox8b",4
"1741","Cpd",1
"1742","Cpe",1
"1743","Cpeb2",9
"1744","Cpeb3",1
"1745","Cpeb4",1
"1746","Cped1",4
"1747","Cplx1",1
"1748","Cplx2",5
"1749","Cpne1",3
"1750","Cpne2",3
"1751","Cpne5",1
"1752","Cpne7",3
"1753","Cpne8",3
"1754","Cpox",9
"1755","Cpped1",6
"1756","Cpq",6
"1757","Cpsf1",3
"1758","Cpsf3l",3
"1759","Cpsf4",3
"1760","Cpsf6",3
"1761","Cpsf7",3
"1762","Cpt1a",4
"1763","Cpt1b",1
"1764","Cpt1c",2
"1765","Cpt2",4
"1766","Cptp",1
"1767","Cpz",6
"1768","Crabp1",7
"1769","Cracr2b",1
"1770","Cradd",4
"1771","Cramp1l",3
"1772","Crat",1
"1773","Crb2",3
"1774","Crb3",3
"1775","Creb3",9
"1776","Creb3l2",1
"1777","Creb5",6
"1778","Crebzf",7
"1779","Creg1",1
"1780","Creg2",4
"1781","Creld1",1
"1782","Creld2",5
"1783","Crem",1
"1784","Crhr2",6
"1785","Crip1",1
"1786","Crip2",1
"1787","Crispld2",1
"1788","Crk",1
"1789","Crkl",7
"1790","Crls1",3
"1791","Crmp1",3
"1792","Crocc",3
"1793","Crtap",6
"1794","Cry2",1
"1795","Cryab",1
"1796","Crybb3",9
"1797","Crybg3",9
"1798","Cryz",6
"1799","Cs",4
"1800","Csde1",1
"1801","Csf1r",1
"1802","Csk",7
"1803","Csmd1",7
"1804","Csn3",3
"1805","Csnk1a1",1
"1806","Csnk1d",7
"1807","Csnk1e",8
"1808","Csnk1g1",3
"1809","Csnk2a2",3
"1810","Cspg4",1
"1811","Cspp1",3
"1812","Csrnp2",3
"1813","Csrp1",9
"1814","Csrp2",9
"1815","Csrp2bp",3
"1816","Csrp3",1
"1817","Cst3",4
"1818","Cstf2t",5
"1819","Cstf3",3
"1820","Ctage5",7
"1821","Ctbp1",7
"1822","Ctbs",6
"1823","Ctc1",7
"1824","Ctcf",3
"1825","Ctdp1",3
"1826","Ctdspl",2
"1827","Ctf1",3
"1828","Ctgf",6
"1829","Cth",3
"1830","Cthrc1",6
"1831","Ctnna1",1
"1832","Ctnna3",9
"1833","Ctnnb1",5
"1834","Ctnnbip1",3
"1835","Ctnnbl1",3
"1836","Ctnnd1",1
"1837","Ctps2",2
"1838","Ctr9",3
"1839","Ctsa",1
"1840","Ctsb",1
"1841","Ctsc",1
"1842","Ctsd",1
"1843","Ctsf",4
"1844","Ctsh",4
"1845","Ctsl",1
"1846","Ctso",1
"1847","Ctsz",6
"1848","Cttn",9
"1849","Ctu1",3
"1850","Ctxn1",3
"1851","Cubn",1
"1852","Cuedc1",1
"1853","Cul2",1
"1854","Cul3",4
"1855","Cul4b",3
"1856","Cul9",4
"1857","Cuta",5
"1858","Cutal",3
"1859","Cux1",4
"1860","Cux2",4
"1861","Cuzd1",4
"1862","Cwc22",3
"1863","Cwc27",3
"1864","Cwf19l1",3
"1865","Cx3cl1",1
"1866","Cxadr",6
"1867","Cxcl12",1
"1868","Cxcr4",3
"1869","Cxx1a",1
"1870","Cxx1b",1
"1871","Cxx1c",1
"1872","Cxxc4",3
"1873","Cxxc5",2
"1874","Cyb561",3
"1875","Cyb561a3",1
"1876","Cyb561d1",4
"1877","Cyb5d2",1
"1878","Cyb5r2",7
"1879","Cyb5r3",1
"1880","Cyba",4
"1881","Cybrd1",4
"1882","Cyc1",1
"1883","Cycs",1
"1884","Cyfip2",3
"1885","Cyp17a1",9
"1886","Cyp20a1",1
"1887","Cyp26a1",7
"1888","Cyp26b1",3
"1889","Cyp26c1",3
"1890","Cyp27a1",1
"1891","Cyp27b1",7
"1892","Cyp2a4",3
"1893","Cyp2b23",3
"1894","Cyp2c44",3
"1895","Cyp2d22",4
"1896","Cyp2j6",3
"1897","Cyp2j9",3
"1898","Cyp2s1",6
"1899","Cyp2u1",4
"1900","Cyp39a1",2
"1901","Cyp46a1",1
"1902","Cyp4f15",3
"1903","Cyp4f16",4
"1904","Cyp4v3",1
"1905","Cyp51",6
"1906","Cyr61",2
"1907","Cystm1",1
"1908","Cyth1",1
"1909","Cyth2",7
"1910","Cyyr1",3
"1911","D030056L22Rik",7
"1912","D10Jhu81e",1
"1913","D10Wsu102e",3
"1914","D130020L05Rik",7
"1915","D16Ertd472e",3
"1916","D17H6S53E",1
"1917","D17Wsu92e",1
"1918","D19Bwg1357e",3
"1919","D1Ertd622e",3
"1920","D2Wsu81e",7
"1921","D330045A20Rik",9
"1922","D330050G23Rik",1
"1923","D330050I16Rik",7
"1924","D3Ertd254e",7
"1925","D430019H16Rik",4
"1926","D430042O09Rik",3
"1927","D5Ertd579e",1
"1928","D630003M21Rik",2
"1929","D630023F18Rik",3
"1930","D630045J12Rik",3
"1931","D630045M09Rik",6
"1932","D6Ertd527e",7
"1933","D7Ertd143e",3
"1934","D830031N03Rik",2
"1935","D930015E06Rik",3
"1936","D930016D06Rik",3
"1937","D930048N14Rik",3
"1938","Daam1",9
"1939","Dab1",3
"1940","Dab2ip",4
"1941","Dact1",3
"1942","Dact3",1
"1943","Dad1",1
"1944","Dag1",1
"1945","Daglb",1
"1946","Dalrd3",7
"1947","Dancr",3
"1948","Dand5",1
"1949","Dap",1
"1950","Dap3",2
"1951","Dapk1",3
"1952","Dapp1",1
"1953","Dars",4
"1954","Dars2",6
"1955","Daxx",7
"1956","Dazap1",5
"1957","Dazap2",1
"1958","Dbf4",3
"1959","Dbh",4
"1960","Dbil5",4
"1961","Dbn1",3
"1962","Dbndd2",1
"1963","Dbr1",3
"1964","Dbt",1
"1965","Dcaf11",1
"1966","Dcaf12l1",9
"1967","Dcaf13",3
"1968","Dcaf17",3
"1969","Dcaf4",2
"1970","Dcaf5",4
"1971","Dcaf6",1
"1972","Dcaf7",5
"1973","Dcaf8",4
"1974","Dcakd",7
"1975","Dcbld1",7
"1976","Dcdc2a",2
"1977","Dclk1",2
"1978","Dclk2",3
"1979","Dclk3",6
"1980","Dclre1c",7
"1981","Dcp1a",7
"1982","Dcp2",3
"1983","Dctd",3
"1984","Dctn3",1
"1985","Dctn4",1
"1986","Dctn5",5
"1987","Dctn6",1
"1988","Dctpp1",3
"1989","Dcun1d1",4
"1990","Dcun1d2",4
"1991","Dcun1d4",9
"1992","Dcxr",3
"1993","Ddah1",1
"1994","Ddah2",3
"1995","Ddc",1
"1996","Ddhd1",1
"1997","Ddhd2",3
"1998","Ddit4",6
"1999","Ddit4l",3
"2000","Ddn",4
"2001","Ddo",1
"2002","Ddost",4
"2003","Ddr1",6
"2004","Ddt",9
"2005","Ddx1",3
"2006","Ddx10",3
"2007","Ddx11",7
"2008","Ddx17",3
"2009","Ddx18",3
"2010","Ddx19b",7
"2011","Ddx21",3
"2012","Ddx23",3
"2013","Ddx25",3
"2014","Ddx26b",3
"2015","Ddx27",3
"2016","Ddx31",3
"2017","Ddx39b",7
"2018","Ddx3x",3
"2019","Ddx41",3
"2020","Ddx42",3
"2021","Ddx46",3
"2022","Ddx47",3
"2023","Ddx5",7
"2024","Ddx51",7
"2025","Ddx52",3
"2026","Ddx54",3
"2027","Ddx55",7
"2028","Ddx56",7
"2029","Ddx58",6
"2030","Ddx6",2
"2031","Ddx60",9
"2032","Deb1",1
"2033","Dedd",1
"2034","Def6",3
"2035","Dek",3
"2036","Dennd1a",5
"2037","Dennd2c",6
"2038","Dennd2d",2
"2039","Dennd4b",1
"2040","Dennd5a",6
"2041","Denr",7
"2042","Depdc1b",3
"2043","Deptor",4
"2044","Dera",4
"2045","Des",1
"2046","Desi2",1
"2047","Dexi",1
"2048","Dffa",9
"2049","Dffb",3
"2050","Dfnb59",3
"2051","Dgat2",1
"2052","Dgcr2",7
"2053","Dgcr6",7
"2054","Dgcr8",7
"2055","Dgkd",7
"2056","Dgkh",4
"2057","Dgki",1
"2058","Dgkq",7
"2059","Dgkz",1
"2060","Dhcr7",6
"2061","Dhdh",7
"2062","Dhrs1",1
"2063","Dhrs3",3
"2064","Dhrs4",1
"2065","Dhrs7",4
"2066","Dhrs7b",4
"2067","Dhrs7c",1
"2068","Dhtkd1",7
"2069","Dhx15",3
"2070","Dhx16",3
"2071","Dhx29",7
"2072","Dhx30",3
"2073","Dhx32",6
"2074","Dhx33",3
"2075","Dhx34",3
"2076","Dhx35",3
"2077","Dhx37",7
"2078","Dhx38",3
"2079","Dhx57",3
"2080","Dhx8",3
"2081","Diap1",3
"2082","Dicer1",3
"2083","Dido1",7
"2084","Diexf",3
"2085","Dimt1",3
"2086","Dip2a",1
"2087","Dip2c",1
"2088","Diras2",9
"2089","Dis3",3
"2090","Dis3l2",3
"2091","Disp1",3
"2092","Dixdc1",1
"2093","Dkc1",3
"2094","Dkk1",3
"2095","Dkk3",4
"2096","Dlat",4
"2097","Dlc1",6
"2098","Dld",4
"2099","Dlg2",1
"2100","Dlg4",4
"2101","Dlg5",3
"2102","Dlk1",1
"2103","Dll1",3
"2104","Dll3",3
"2105","Dlst",1
"2106","Dlx3",6
"2107","Dmbx1",3
"2108","Dmd",1
"2109","Dmpk",1
"2110","Dmrt3",2
"2111","Dmrta2",3
"2112","Dmwd",9
"2113","Dnah1",7
"2114","Dnah2",3
"2115","Dnah6",1
"2116","Dnah7a",3
"2117","Dnah7b",1
"2118","Dnaic2",1
"2119","Dnaja1",3
"2120","Dnaja2",4
"2121","Dnaja3",4
"2122","Dnaja4",1
"2123","Dnajb11",1
"2124","Dnajb14",1
"2125","Dnajb2",9
"2126","Dnajb4",4
"2127","Dnajb5",6
"2128","Dnajb6",9
"2129","Dnajb9",4
"2130","Dnajc11",3
"2131","Dnajc12",1
"2132","Dnajc14",2
"2133","Dnajc15",4
"2134","Dnajc16",4
"2135","Dnajc18",1
"2136","Dnajc19",4
"2137","Dnajc2",3
"2138","Dnajc24",1
"2139","Dnajc25",1
"2140","Dnajc28",4
"2141","Dnajc4",1
"2142","Dnajc5",4
"2143","Dnajc6",9
"2144","Dnajc9",3
"2145","Dnal1",1
"2146","Dnal4",5
"2147","Dnali1",1
"2148","Dnase2a",8
"2149","Dnd1",1
"2150","Dner",7
"2151","Dnlz",5
"2152","Dnm1",4
"2153","Dnm1l",1
"2154","Dnm2",1
"2155","Dnm3",3
"2156","Dnm3os",4
"2157","Dnmbp",3
"2158","Dnmt3a",1
"2159","Dnmt3b",3
"2160","Dnmt3l",3
"2161","Dnph1",7
"2162","Dnttip2",3
"2163","Dock1",3
"2164","Dock11",3
"2165","Dock3",7
"2166","Dock4",3
"2167","Dock5",3
"2168","Dock6",5
"2169","Dock7",3
"2170","Dock8",1
"2171","Dock9",5
"2172","Dok2",7
"2173","Dok3",7
"2174","Dok4",1
"2175","Dok5",6
"2176","Dok7",4
"2177","Donson",7
"2178","Dopey2",7
"2179","Dot1l",9
"2180","Dpcd",5
"2181","Dpf2",7
"2182","Dpf3",1
"2183","Dph5",3
"2184","Dph6",3
"2185","Dpm1-adnp",6
"2186","Dpp6",6
"2187","Dpp9",3
"2188","Dpy19l1",5
"2189","Dpy19l3",7
"2190","Dpys",3
"2191","Dpysl4",7
"2192","Dpysl5",3
"2193","Dqx1",7
"2194","Dram2",1
"2195","Draxin",3
"2196","Drg1",3
"2197","Drosha",3
"2198","Dscam",7
"2199","Dscc1",3
"2200","Dsp",1
"2201","Dst",2
"2202","Dstn",1
"2203","Dstyk",4
"2204","Dtd1",3
"2205","Dtd2",1
"2206","Dtl",7
"2207","Dtna",1
"2208","Dtnb",3
"2209","Dtnbp1",4
"2210","Dtwd1",3
"2211","Dtwd2",3
"2212","Dtx3l",4
"2213","Dtx4",3
"2214","Dtymk",7
"2215","Dus3l",3
"2216","Dusp1",6
"2217","Dusp10",1
"2218","Dusp16",6
"2219","Dusp22",1
"2220","Dusp26",4
"2221","Dusp27",1
"2222","Dusp3",6
"2223","Dusp5",7
"2224","Dusp8",6
"2225","Dusp9",3
"2226","Dut",3
"2227","Dvl1",8
"2228","Dvl2",7
"2229","Dxo",7
"2230","Dync1i1",1
"2231","Dync1i2",2
"2232","Dync1li2",1
"2233","Dync2h1",3
"2234","Dync2li1",3
"2235","Dynll2",1
"2236","Dynlrb1",1
"2237","Dynlt3",1
"2238","Dyrk1a",9
"2239","Dyrk2",1
"2240","Dyrk3",3
"2241","Dysf",1
"2242","Dzip1",3
"2243","Dzip1l",3
"2244","Dzip3",6
"2245","E030013I19Rik",5
"2246","E030030I06Rik",7
"2247","E130006D01Rik",9
"2248","E130012A19Rik",3
"2249","E130018N17Rik",5
"2250","E130102H24Rik",3
"2251","E130309D02Rik",3
"2252","E130310I04Rik",9
"2253","E230013L22Rik",4
"2254","E230016K23Rik",3
"2255","E230016M11Rik",3
"2256","E2f3",7
"2257","E2f4",3
"2258","E2f5",3
"2259","E2f6",5
"2260","E2f7",3
"2261","E2f8",9
"2262","E330009J07Rik",3
"2263","E330013P04Rik",3
"2264","E330033B04Rik",7
"2265","E430025E21Rik",3
"2266","E530011L22Rik",2
"2267","Eaf1",7
"2268","Ears2",7
"2269","Ebf2",3
"2270","Ebf3",7
"2271","Ebna1bp2",3
"2272","Ecd",3
"2273","Ece2",3
"2274","Ech1",4
"2275","Echdc1",4
"2276","Echdc3",4
"2277","Eci1",4
"2278","Eci2",4
"2279","Ecm1",1
"2280","Ecsit",1
"2281","Eda",3
"2282","Eda2r",2
"2283","Edc3",2
"2284","Edem1",3
"2285","Edem3",1
"2286","Edf1",5
"2287","Edil3",9
"2288","Edn1",4
"2289","Edn3",7
"2290","Ednra",9
"2291","Ednrb",4
"2292","Edrf1",3
"2293","Eef1a1",3
"2294","Eef1a2",4
"2295","Eef1b2",3
"2296","Eef1d",3
"2297","Eef1g",3
"2298","Eef2",3
"2299","Eef2k",6
"2300","Eefsec",7
"2301","Eepd1",1
"2302","Efcab1",4
"2303","Efcab2",1
"2304","Efcab7",3
"2305","Efhd2",1
"2306","Efna1",1
"2307","Efna2",3
"2308","Efna3",3
"2309","Efna4",3
"2310","Efnb2",9
"2311","Efnb3",1
"2312","Efr3b",1
"2313","Efs",8
"2314","Eftud2",3
"2315","Egfl7",4
"2316","Egflam",2
"2317","Egln1",4
"2318","Egln3",6
"2319","Ehbp1",2
"2320","Ehbp1l1",9
"2321","Ehd3",1
"2322","Ehd4",1
"2323","Ehhadh",4
"2324","Ehmt1",7
"2325","Ehmt2",7
"2326","Eid1",4
"2327","Eid2b",6
"2328","Eif1",8
"2329","Eif1ad",8
"2330","Eif1b",1
"2331","Eif2a",3
"2332","Eif2ak1",5
"2333","Eif2ak4",3
"2334","Eif2b3",3
"2335","Eif2d",3
"2336","Eif2s2",3
"2337","Eif3a",3
"2338","Eif3c",3
"2339","Eif3d",7
"2340","Eif3e",2
