"","geneSymbol","cluster"
"1200","Ccdc120",5
"1201","Ccdc122",1
"1202","Ccdc126",1
"1203","Ccdc127",4
"1204","Ccdc134",7
"1205","Ccdc136",7
"1206","Ccdc141",7
"1207","Ccdc142",8
"1208","Ccdc146",1
"1209","Ccdc155",3
"1210","Ccdc160",3
"1211","Ccdc163",3
"1212","Ccdc166",3
"1213","Ccdc18",5
"1214","Ccdc184",1
"1215","Ccdc23",1
"1216","Ccdc24",3
"1217","Ccdc28b",1
"1218","Ccdc3",1
"1219","Ccdc32",4
"1220","Ccdc33",5
"1221","Ccdc40",3
"1222","Ccdc42",7
"1223","Ccdc47",1
"1224","Ccdc53",6
"1225","Ccdc57",8
"1226","Ccdc58",2
"1227","Ccdc60",5
"1228","Ccdc65",7
"1229","Ccdc68",4
"1230","Ccdc69",1
"1231","Ccdc8",1
"1232","Ccdc82",1
"1233","Ccdc84",7
"1234","Ccdc85a",5
"1235","Ccdc85b",7
"1236","Ccdc85c",7
"1237","Ccdc86",3
"1238","Ccdc88c",7
"1239","Ccdc9",8
"1240","Ccdc91",2
"1241","Ccdc97",7
"1242","Cchcr1",3
"1243","Cck",1
"1244","Ccnb3",1
"1245","Ccnd2",8
"1246","Ccnd3",4
"1247","Ccndbp1",1
"1248","Ccne2",4
"1249","Ccng1",6
"1250","Ccng2",6
"1251","Ccni",6
"1252","Ccnj",3
"1253","Ccnk",3
"1254","Ccnl1",5
"1255","Ccnyl1",5
"1256","Ccp110",3
"1257","Ccpg1",4
"1258","Ccrl2",7
"1259","Ccrn4l",9
"1260","Ccser2",4
"1261","Cct2",5
"1262","Cct3",3
"1263","Cct4",5
"1264","Cct5",2
"1265","Cct6a",5
"1266","Cct7",3
"1267","Cct8",3
"1268","Cd101",4
"1269","Cd109",9
"1270","Cd164",4
"1271","Cd1d1",4
"1272","Cd1d2",4
"1273","Cd200",9
"1274","Cd209e",2
"1275","Cd209g",2
"1276","Cd248",1
"1277","Cd274",1
"1278","Cd2ap",5
"1279","Cd300e",3
"1280","Cd300lb",1
"1281","Cd320",5
"1282","Cd34",6
"1283","Cd38",1
"1284","Cd3eap",4
"1285","Cd40",7
"1286","Cd44",4
"1287","Cd47",4
"1288","Cd59a",1
"1289","Cd68",3
"1290","Cd80",2
"1291","Cd81",4
"1292","Cd8a",5
"1293","Cd93",4
"1294","Cd99l2",1
"1295","Cdadc1",7
"1296","Cdc14a",3
"1297","Cdc23",3
"1298","Cdc25a",5
"1299","Cdc37l1",1
"1300","Cdc40",5
"1301","Cdc42",6
"1302","Cdc42bpa",9
"1303","Cdc42ep1",9
"1304","Cdc42ep2",4
"1305","Cdc42ep3",1
"1306","Cdc42ep4",3
"1307","Cdc42ep5",5
"1308","Cdc42se2",3
"1309","Cdc5l",8
"1310","Cdc6",3
"1311","Cdc7",3
"1312","Cdca4",5
"1313","Cdca7",5
"1314","Cdca7l",5
"1315","Cdcp1",3
"1316","Cdh1",5
"1317","Cdh13",4
"1318","Cdh16",1
"1319","Cdh2",1
"1320","Cdh20",4
"1321","Cdh24",8
"1322","Cdh4",3
"1323","Cdh6",8
"1324","Cdh8",1
"1325","Cdhr1",3
"1326","Cdip1",1
"1327","Cdk11b",3
"1328","Cdk12",5
"1329","Cdk13",5
"1330","Cdk14",5
"1331","Cdk16",4
"1332","Cdk2",7
"1333","Cdk2ap1",5
"1334","Cdk2ap2",7
"1335","Cdk4",3
"1336","Cdk5r1",8
"1337","Cdk5r2",2
"1338","Cdk5rap1",4
"1339","Cdk5rap2",3
"1340","Cdk5rap3",8
"1341","Cdk6",5
"1342","Cdkl3",9
"1343","Cdkl5",2
"1344","Cdkn1a",9
"1345","Cdkn2aip",5
"1346","Cdkn2d",1
"1347","Cdo1",1
"1348","Cdon",9
"1349","Cdr2l",3
"1350","Cds1",2
"1351","Cds2",8
"1352","Cdsn",1
"1353","Cdt1",3
"1354","Cdyl",5
"1355","Ceacam1",2
"1356","Ceacam10",2
"1357","Cebpg",5
"1358","Cebpz",3
"1359","Cecr2",5
"1360","Cecr6",5
"1361","Cela1",4
"1362","Celf2",1
"1363","Celf5",2
"1364","Celsr1",7
"1365","Celsr3",5
"1366","Cend1",4
"1367","Cenph",3
"1368","Cenpk",3
"1369","Cenpm",8
"1370","Cenpo",3
"1371","Cenpu",3
"1372","Cenpv",7
"1373","Cep120",5
"1374","Cep126",5
"1375","Cep131",5
"1376","Cep135",3
"1377","Cep152",3
"1378","Cep162",5
"1379","Cep164",3
"1380","Cep170",6
"1381","Cep170b",5
"1382","Cep19",7
"1383","Cep192",5
"1384","Cep250",3
"1385","Cep290",2
"1386","Cep44",3
"1387","Cep57",5
"1388","Cep63",2
"1389","Cep70",5
"1390","Cep78",5
"1391","Cep83",5
"1392","Cep97",5
"1393","Cept1",2
"1394","Cer1",5
"1395","Cercam",4
"1396","Cerk",4
"1397","Cers1",4
"1398","Cers4",6
"1399","Cers5",3
"1400","Ces1e",1
"1401","Ces5a",2
"1402","Cetn2",4
"1403","Cfap221",5
"1404","Cfap74",8
"1405","Cfap97",4
"1406","Cfc1",5
"1407","Cfh",4
"1408","Cfl1",8
"1409","Cfl2",1
"1410","Cfp",8
"1411","Cftr",5
"1412","Cgn",5
"1413","Cgnl1",8
"1414","Chac1",5
"1415","Chac2",4
"1416","Chaf1a",3
"1417","Chaf1b",3
"1418","Champ1",3
"1419","Chchd10",1
"1420","Chchd2",4
"1421","Chchd3",4
"1422","Chchd5",3
"1423","Chd1",2
"1424","Chd3",4
"1425","Chd5",5
"1426","Chd6",5
"1427","Chd9",4
"1428","Chek1",3
"1429","Cherp",3
"1430","Chia1",5
"1431","Chid1",4
"1432","Chil1",6
"1433","Chka",3
"1434","Chm",4
"1435","Chmp2a",4
"1436","Chmp2b",9
"1437","Chmp3",8
"1438","Chmp4b",4
"1439","Chmp4c",2
"1440","Chmp7",1
"1441","Chn1",5
"1442","Chpf",4
"1443","Chpf2",4
"1444","Chpt1",1
"1445","Chrac1",4
"1446","Chrdl1",5
"1447","Chrm2",4
"1448","Chrna3",5
"1449","Chrna4",5
"1450","Chrnb2",5
"1451","Chrnb4",5
"1452","Chrng",6
"1453","Chst11",4
"1454","Chst12",1
"1455","Chst2",2
"1456","Chst3",5
"1457","Chst7",5
"1458","Chsy1",1
"1459","Chtf8",3
"1460","Chtop",8
"1461","Chuk",8
"1462","Churc1",4
"1463","Ciao1",4
"1464","Ciart",6
"1465","Cidea",4
"1466","Cideb",4
"1467","Cipc",1
"1468","Cirh1a",3
"1469","Cisd2",3
"1470","Cisd3",4
"1471","Cit",3
"1472","Cited2",7
"1473","Cited4",1
"1474","Ciz1",8
"1475","Ckap4",4
"1476","Ckb",1
"1477","Cklf",5
"1478","Ckm",4
"1479","Ckmt2",4
"1480","Clasp1",4
"1481","Clasp2",9
"1482","Clasrp",8
"1483","Clca4a",5
"1484","Clcf1",5
"1485","Clcn2",5
"1486","Clcn3",9
"1487","Clcn4-2",9
"1488","Clcnkb",7
"1489","Cldn11",5
"1490","Cldn12",1
"1491","Cldn15",5
"1492","Cldn19",5
"1493","Cldn4",2
"1494","Cldn6",5
"1495","Cldnd1",7
"1496","Clec16a",4
"1497","Clec1a",4
"1498","Clec1b",4
"1499","Clec5a",2
"1500","Clic1",6
"1501","Clic4",7
"1502","Clic5",1
"1503","Clip1",4
"1504","Clip4",4
"1505","Clk2",5
"1506","Clmn",5
"1507","Clmp",5
"1508","Cln5",2
"1509","Clns1a",5
"1510","Clp1",5
"1511","Clptm1",1
"1512","Clptm1l",4
"1513","Clstn1",5
"1514","Clstn2",7
"1515","Clstn3",5
"1516","Clta",3
"1517","Cltb",6
"1518","Cltc",7
"1519","Clu",6
"1520","Cluap1",5
"1521","Cluh",1
"1522","Clvs2",5
"1523","Clybl",4
"1524","Cmas",1
"1525","Cmbl",1
"1526","Cmc2",4
"1527","Cmc4",5
"1528","Cmss1",2
"1529","Cmtm3",5
"1530","Cmtm4",3
"1531","Cmtm6",8
"1532","Cmtm8",4
"1533","Cmtr1",4
"1534","Cmya5",1
"1535","Cnbp",3
"1536","Cnih2",4
"1537","Cnih4",9
"1538","Cnksr2",5
"1539","Cnksr3",3
"1540","Cnn1",1
"1541","Cnn2",7
"1542","Cnn3",5
"1543","Cnnm1",9
"1544","Cnnm2",7
"1545","Cnot10",3
"1546","Cnot11",3
"1547","Cnot2",2
"1548","Cnot3",3
"1549","Cnot6",4
"1550","Cnot6l",4
"1551","Cnp",4
"1552","Cnr1",8
"1553","Cnr2",4
"1554","Cnst",4
"1555","Cntfr",8
"1556","Cntn1",4
"1557","Cntn2",2
"1558","Cntn4",3
"1559","Cntnap1",1
"1560","Cntnap2",2
"1561","Coa3",4
"1562","Coa4",7
"1563","Coa5",4
"1564","Coa6",4
"1565","Cobll1",5
"1566","Coch",5
"1567","Cog1",8
"1568","Cog4",4
"1569","Cog6",1
"1570","Cog7",7
"1571","Coil",2
"1572","Col11a1",1
"1573","Col11a2",5
"1574","Col12a1",7
"1575","Col13a1",4
"1576","Col1a1",4
"1577","Col1a2",4
"1578","Col22a1",1
"1579","Col23a1",5
"1580","Col24a1",5
"1581","Col28a1",3
"1582","Col2a1",1
"1583","Col3a1",1
"1584","Col4a1",4
"1585","Col4a2",4
"1586","Col4a3bp",6
"1587","Col4a5",4
"1588","Col4a6",4
"1589","Col5a1",1
"1590","Col5a2",1
"1591","Col6a1",7
"1592","Col6a2",7
"1593","Col6a3",4
"1594","Col7a1",5
"1595","Col9a1",4
"1596","Col9a2",4
"1597","Colec12",2
"1598","Colgalt2",4
"1599","Colq",6
"1600","Commd3",9
"1601","Commd4",5
"1602","Commd5",4
"1603","Commd6",4
"1604","Commd7",5
"1605","Commd8",7
"1606","Commd9",7
"1607","Comt",4
"1608","Copa",1
"1609","Copb1",1
"1610","Copb2",4
"1611","Cope",4
"1612","Coprs",1
"1613","Cops2",6
"1614","Cops6",4
"1615","Cops7a",4
"1616","Cops7b",3
"1617","Copz1",7
"1618","Copz2",1
"1619","Coq10b",9
"1620","Coq4",8
"1621","Coq5",1
"1622","Coq6",4
"1623","Coq9",4
"1624","Corin",7
"1625","Coro1b",3
"1626","Coro2a",5
"1627","Coro6",1
"1628","Cotl1",1
"1629","Cox11",4
"1630","Cox14",4
"1631","Cox15",4
"1632","Cox19",1
"1633","Cox20",4
"1634","Cox4i1",4
"1635","Cox4i2",4
"1636","Cox5a",4
"1637","Cox5b",4
"1638","Cox6a1",4
"1639","Cox6a2",1
"1640","Cox6b1",4
"1641","Cox6b2",5
"1642","Cox6c",4
"1643","Cox7a1",1
"1644","Cox7a2",4
"1645","Cox7b",4
"1646","Cox7c",4
"1647","Cox8a",4
"1648","Cox8b",4
"1649","Cpd",1
"1650","Cpe",1
"1651","Cpeb2",7
"1652","Cpeb3",1
"1653","Cpeb4",1
"1654","Cped1",4
"1655","Cplx2",8
"1656","Cpne1",2
"1657","Cpne5",7
"1658","Cpne7",5
"1659","Cpne8",2
"1660","Cpox",1
"1661","Cpped1",4
"1662","Cpq",4
"1663","Cpsf1",3
"1664","Cpsf3l",3
"1665","Cpsf4",5
"1666","Cpsf6",5
"1667","Cpsf7",3
"1668","Cpt1a",4
"1669","Cpt1b",1
"1670","Cpt1c",2
"1671","Cpt2",4
"1672","Cpz",6
"1673","Crabp1",8
"1674","Crabp2",2
"1675","Cracr2b",1
"1676","Cradd",6
"1677","Cramp1l",5
"1678","Crat",1
"1679","Crb2",3
"1680","Crb3",5
"1681","Creb1",9
"1682","Creb3",1
"1683","Creb3l2",1
"1684","Creb5",9
"1685","Crebzf",5
"1686","Creg1",1
"1687","Creg2",4
"1688","Creld1",4
"1689","Crem",1
"1690","Crhr2",6
"1691","Crim1",9
"1692","Crip1",1
"1693","Crip2",1
"1694","Crispld2",4
"1695","Crk",1
"1696","Crkl",5
"1697","Crmp1",5
"1698","Crocc",3
"1699","Crtap",4
"1700","Cry2",4
"1701","Cryab",1
"1702","Crybb3",7
"1703","Crybg3",7
"1704","Cryz",6
"1705","Cs",4
"1706","Csde1",1
"1707","Csf1",9
"1708","Csf1r",4
"1709","Csgalnact2",2
"1710","Csk",3
"1711","Csmd1",3
"1712","Csn3",5
"1713","Csnk1a1",1
"1714","Csnk1d",8
"1715","Csnk1e",8
"1716","Csnk2a2",3
"1717","Cspg4",1
"1718","Cspp1",5
"1719","Csrnp2",5
"1720","Csrp1",7
"1721","Csrp2",7
"1722","Csrp2bp",5
"1723","Csrp3",1
"1724","Cst3",4
"1725","Cstf2t",7
"1726","Cstf3",5
"1727","Ctage5",8
"1728","Ctbp1",3
"1729","Ctbs",6
"1730","Ctc1",5
"1731","Ctcf",3
"1732","Ctdp1",5
"1733","Ctdspl",2
"1734","Ctf1",3
"1735","Ctgf",9
"1736","Cth",3
"1737","Cthrc1",6
"1738","Ctif",9
"1739","Ctnna1",1
"1740","Ctnna3",1
"1741","Ctnnbip1",5
"1742","Ctnnbl1",2
"1743","Ctnnd1",1
"1744","Ctnnd2",8
"1745","Ctr9",2
"1746","Ctsa",4
"1747","Ctsb",1
"1748","Ctsc",4
"1749","Ctsd",4
"1750","Ctsh",6
"1751","Ctso",4
"1752","Cttn",7
"1753","Ctu1",3
"1754","Ctxn1",3
"1755","Cubn",1
"1756","Cuedc1",1
"1757","Cul2",4
"1758","Cul3",4
"1759","Cul4b",5
"1760","Cul9",4
"1761","Cuta",7
"1762","Cux1",4
"1763","Cux2",4
"1764","Cuzd1",4
"1765","Cwc22",2
"1766","Cwc27",2
"1767","Cwf19l1",3
"1768","Cx3cl1",4
"1769","Cxadr",6
"1770","Cxcl10",9
"1771","Cxcl12",1
"1772","Cxcr4",5
"1773","Cxx1a",1
"1774","Cxx1b",1
"1775","Cxx1c",1
"1776","Cxxc1",3
"1777","Cxxc4",5
"1778","Cyb561",3
"1779","Cyb561a3",4
"1780","Cyb561d1",4
"1781","Cyb5r2",5
"1782","Cyb5r3",4
"1783","Cyba",4
"1784","Cybrd1",4
"1785","Cyc1",4
"1786","Cycs",4
"1787","Cyfip1",5
"1788","Cyp17a1",7
"1789","Cyp20a1",1
"1790","Cyp26a1",5
"1791","Cyp26b1",5
"1792","Cyp26c1",2
"1793","Cyp27a1",4
"1794","Cyp2a4",5
"1795","Cyp2b23",8
"1796","Cyp2c44",2
"1797","Cyp2d22",4
"1798","Cyp2j6",5
"1799","Cyp2j9",5
"1800","Cyp2s1",6
"1801","Cyp2u1",4
"1802","Cyp46a1",1
"1803","Cyp4f15",5
"1804","Cyp4v3",4
"1805","Cyr61",9
"1806","Cystm1",1
"1807","Cyth1",1
"1808","Cyth2",8
"1809","Cytip",8
"1810","Cyyr1",2
"1811","D030056L22Rik",3
"1812","D10Jhu81e",4
"1813","D10Wsu102e",3
"1814","D15Ertd621e",5
"1815","D16Ertd472e",5
"1816","D17H6S53E",1
"1817","D17Wsu92e",1
"1818","D19Bwg1357e",3
"1819","D1Ertd622e",5
"1820","D2Wsu81e",8
"1821","D330045A20Rik",7
"1822","D330050G23Rik",7
"1823","D330050I16Rik",8
"1824","D3Ertd254e",5
"1825","D3Ertd751e",9
"1826","D430019H16Rik",4
"1827","D430042O09Rik",5
"1828","D5Ertd579e",1
"1829","D630003M21Rik",2
"1830","D630023F18Rik",2
"1831","D630045J12Rik",5
"1832","D630045M09Rik",6
"1833","D7Ertd143e",3
"1834","D930015E06Rik",5
"1835","D930016D06Rik",5
"1836","D930048N14Rik",5
"1837","Daam1",9
"1838","Dab1",5
"1839","Dab2ip",4
"1840","Dact1",8
"1841","Dact3",1
"1842","Dad1",4
"1843","Dag1",1
"1844","Daglb",1
"1845","Dancr",5
"1846","Dand5",4
"1847","Dap",4
"1848","Dapk1",5
"1849","Dapk3",8
"1850","Dapp1",4
"1851","Dars",6
"1852","Dars2",6
"1853","Daxx",3
"1854","Dazap2",1
"1855","Dbf4",3
"1856","Dbh",4
"1857","Dbil5",1
"1858","Dbn1",5
"1859","Dbndd2",1
"1860","Dbr1",5
"1861","Dbt",7
"1862","Dcaf11",1
"1863","Dcaf12l1",7
"1864","Dcaf13",3
"1865","Dcaf17",5
"1866","Dcaf4",2
"1867","Dcaf5",4
"1868","Dcaf6",1
"1869","Dcaf8",4
"1870","Dcakd",8
"1871","Dcbld1",3
"1872","Dclk1",2
"1873","Dclk2",5
"1874","Dclk3",6
"1875","Dclre1c",8
"1876","Dcp1a",8
"1877","Dcp2",5
"1878","Dcps",3
"1879","Dctd",3
"1880","Dctn3",4
"1881","Dctn4",7
"1882","Dctn5",8
"1883","Dctn6",4
"1884","Dctpp1",3
"1885","Dcun1d1",4
"1886","Dcun1d2",4
"1887","Dcun1d3",9
"1888","Dcxr",5
"1889","Ddah1",1
"1890","Ddah2",5
"1891","Ddb1",5
"1892","Ddc",1
"1893","Ddhd1",1
"1894","Ddhd2",5
"1895","Ddit4",9
"1896","Ddit4l",5
"1897","Ddn",6
"1898","Ddo",4
"1899","Ddost",4
"1900","Ddr1",6
"1901","Ddt",7
"1902","Ddx1",3
"1903","Ddx10",5
"1904","Ddx17",5
"1905","Ddx18",5
"1906","Ddx19b",5
"1907","Ddx21",3
"1908","Ddx23",5
"1909","Ddx25",5
"1910","Ddx26b",5
"1911","Ddx27",3
"1912","Ddx31",3
"1913","Ddx39b",3
"1914","Ddx3x",5
"1915","Ddx41",5
"1916","Ddx42",5
"1917","Ddx46",5
"1918","Ddx47",2
"1919","Ddx5",3
"1920","Ddx51",3
"1921","Ddx52",5
"1922","Ddx54",3
"1923","Ddx55",3
"1924","Ddx56",3
"1925","Ddx6",2
"1926","Ddx60",7
"1927","Deb1",1
"1928","Dedd",1
"1929","Def6",2
"1930","Defb42",4
"1931","Dek",5
"1932","Dennd1a",8
"1933","Dennd2c",4
"1934","Dennd2d",2
"1935","Dennd4b",1
"1936","Dennd5a",9
"1937","Denr",3
"1938","Depdc1b",5
"1939","Des",7
"1940","Desi2",4
"1941","Det1",2
"1942","Dexi",7
"1943","Dffa",7
"1944","Dffb",5
"1945","Dfnb59",5
"1946","Dgat2",4
"1947","Dgcr2",3
"1948","Dgcr6",3
"1949","Dgcr8",3
"1950","Dgkd",8
"1951","Dgkh",4
"1952","Dgki",4
"1953","Dgkq",8
"1954","Dgkz",7
"1955","Dhcr7",6
"1956","Dhdds",8
"1957","Dhfr",8
"1958","Dhrs1",1
"1959","Dhrs3",5
"1960","Dhrs4",1
"1961","Dhrs7",4
"1962","Dhrs7b",4
"1963","Dhrs7c",1
"1964","Dhtkd1",8
"1965","Dhx15",5
"1966","Dhx16",2
"1967","Dhx29",3
"1968","Dhx30",5
"1969","Dhx32",4
"1970","Dhx33",5
"1971","Dhx34",5
"1972","Dhx35",2
"1973","Dhx37",3
"1974","Dhx38",3
"1975","Dhx57",5
"1976","Dhx8",5
"1977","Diap1",5
"1978","Dicer1",5
"1979","Dido1",5
"1980","Diexf",5
"1981","Dimt1",3
"1982","Dip2a",4
"1983","Dip2b",2
"1984","Dip2c",4
"1985","Diras2",7
"1986","Dis3",5
"1987","Dis3l2",5
"1988","Disp1",5
"1989","Dixdc1",1
"1990","Dkc1",5
"1991","Dkk3",4
"1992","Dlat",4
"1993","Dlc1",6
"1994","Dld",4
"1995","Dlg1",2
"1996","Dlg5",5
"1997","Dlgap4",9
"1998","Dlk1",1
"1999","Dll1",5
"2000","Dll3",5
"2001","Dlst",4
"2002","Dlx3",6
"2003","Dmbx1",5
"2004","Dmd",4
"2005","Dmpk",1
"2006","Dmrt3",2
"2007","Dmrta2",3
"2008","Dnah1",5
"2009","Dnah2",5
"2010","Dnah7a",5
"2011","Dnaic1",1
"2012","Dnaic2",1
"2013","Dnaja1",8
"2014","Dnaja2",4
"2015","Dnaja3",1
"2016","Dnaja4",1
"2017","Dnajb11",4
"2018","Dnajb14",4
"2019","Dnajb2",1
"2020","Dnajb4",4
"2021","Dnajb5",9
"2022","Dnajb9",1
"2023","Dnajc11",3
"2024","Dnajc12",4
"2025","Dnajc15",4
"2026","Dnajc16",4
"2027","Dnajc18",1
"2028","Dnajc19",4
"2029","Dnajc2",2
"2030","Dnajc24",1
"2031","Dnajc25",1
"2032","Dnajc28",4
"2033","Dnajc4",1
"2034","Dnajc5",4
"2035","Dnajc6",1
"2036","Dnajc9",3
"2037","Dnal1",7
"2038","Dnal4",7
"2039","Dnali1",1
"2040","Dnd1",4
"2041","Dner",8
"2042","Dnm1",1
"2043","Dnm1l",1
"2044","Dnm2",1
"2045","Dnm3",2
"2046","Dnm3os",4
"2047","Dnmbp",3
"2048","Dnmt3a",1
"2049","Dnmt3b",5
"2050","Dnmt3l",5
"2051","Dnph1",3
"2052","Dnttip2",2
"2053","Doc2g",1
"2054","Dock1",5
"2055","Dock11",5
"2056","Dock3",5
"2057","Dock4",5
"2058","Dock5",5
"2059","Dock6",7
"2060","Dock7",5
"2061","Dock8",4
"2062","Dock9",7
"2063","Dok2",5
"2064","Dok3",8
"2065","Dok4",7
"2066","Dok5",6
"2067","Dok7",4
"2068","Donson",3
"2069","Dopey2",8
"2070","Dpcd",7
"2071","Dpep2",4
"2072","Dpf2",3
"2073","Dpf3",7
"2074","Dph5",3
"2075","Dph6",5
"2076","Dpm1-adnp",6
"2077","Dpm3",6
"2078","Dpp6",6
"2079","Dpp9",5
"2080","Dpy19l1",8
"2081","Dpy19l3",8
"2082","Dpys",2
"2083","Dpysl4",5
"2084","Dpysl5",5
"2085","Dqx1",3
"2086","Dram2",1
"2087","Draxin",5
"2088","Drg2",8
"2089","Drosha",3
"2090","Dsc2",2
"2091","Dscam",8
"2092","Dscc1",3
"2093","Dse",5
"2094","Dsp",4
"2095","Dst",9
"2096","Dstn",7
"2097","Dstyk",4
"2098","Dtd1",2
"2099","Dtd2",4
"2100","Dtl",3
"2101","Dtna",1
"2102","Dtnb",3
"2103","Dtwd1",5
"2104","Dtwd2",5
"2105","Dtx3l",4
"2106","Dtx4",5
"2107","Dtymk",3
"2108","Dus1l",3
"2109","Dus3l",3
"2110","Dusp1",6
"2111","Dusp10",1
"2112","Dusp16",9
"2113","Dusp22",1
"2114","Dusp26",1
"2115","Dusp27",1
"2116","Dusp3",9
"2117","Dusp6",8
"2118","Dusp8",9
"2119","Dusp9",5
"2120","Dut",3
"2121","Duxbl3",3
"2122","Dvl1",8
"2123","Dvl2",5
"2124","Dxo",3
"2125","Dym",6
"2126","Dync1h1",5
"2127","Dync1i1",7
"2128","Dync1i2",2
"2129","Dync1li1",9
"2130","Dync1li2",1
"2131","Dync2h1",5
"2132","Dync2li1",3
"2133","Dynll2",7
"2134","Dynlrb1",4
"2135","Dynlt1b",1
"2136","Dynlt1c",3
"2137","Dynlt3",4
"2138","Dyrk1a",7
"2139","Dyrk2",1
"2140","Dyrk3",3
"2141","Dysf",1
"2142","Dzip1",5
"2143","Dzip1l",5
"2144","Dzip3",6
"2145","E030013I19Rik",7
"2146","E030030I06Rik",3
"2147","E130006D01Rik",7
"2148","E130012A19Rik",5
"2149","E130018N17Rik",4
"2150","E130102H24Rik",5
"2151","E130309D02Rik",5
"2152","E130310I04Rik",7
"2153","E230013L22Rik",4
"2154","E230016K23Rik",2
"2155","E2f2",7
"2156","E2f3",5
"2157","E2f5",5
"2158","E2f7",5
"2159","E2f8",8
"2160","E330009J07Rik",5
"2161","E330013P04Rik",2
"2162","E330033B04Rik",3
"2163","E430025E21Rik",5
"2164","Eaf1",3
"2165","Ears2",3
"2166","Ebf2",5
"2167","Ebf3",5
"2168","Ebna1bp2",3
"2169","Ecd",3
"2170","Ece2",3
"2171","Ech1",4
"2172","Echdc1",4
"2173","Echdc2",6
"2174","Echdc3",4
"2175","Eci1",4
"2176","Eci2",4
"2177","Ecm1",4
"2178","Ecsit",4
"2179","Eda",3
"2180","Eda2r",2
"2181","Edem1",5
"2182","Edem3",1
"2183","Edf1",7
"2184","Edil3",7
"2185","Ednra",7
"2186","Edrf1",5
"2187","Eed",2
"2188","Eef1a1",2
"2189","Eef1a2",4
"2190","Eef1b2",5
"2191","Eef1d",3
"2192","Eef1g",5
"2193","Eef2",2
"2194","Eef2k",4
"2195","Eefsec",8
"2196","Eepd1",1
"2197","Efcab1",4
"2198","Efcab14",6
"2199","Efcab2",4
"2200","Efcab7",5
"2201","Efemp1",2
"2202","Efhd2",1
"2203","Efna1",7
"2204","Efna2",5
"2205","Efna3",5
"2206","Efna4",5
"2207","Efnb2",7
"2208","Efnb3",1
"2209","Efr3b",1
"2210","Efs",8
"2211","Eftud2",3
"2212","Egfl7",4
"2213","Egflam",2
"2214","Egln1",4
"2215","Egln3",4
"2216","Ehbp1l1",1
"2217","Ehd3",1
"2218","Ehd4",1
"2219","Ehhadh",4
"2220","Ehmt1",3
"2221","Ehmt2",5
"2222","Eid1",4
"2223","Eif1",8
"2224","Eif1a",2
"2225","Eif1ad",8
"2226","Eif1b",1
"2227","Eif2a",2
"2228","Eif2ak1",7
"2229","Eif2ak4",2
"2230","Eif2b3",3
"2231","Eif2b4",7
"2232","Eif2b5",2
"2233","Eif2d",3
"2234","Eif2s2",2
"2235","Eif2s3x",5
"2236","Eif3a",3
"2237","Eif3c",5
"2238","Eif3d",3
"2239","Eif3e",2
"2240","Eif3f",5
"2241","Eif3g",3
"2242","Eif3i",5
"2243","Eif3k",5
"2244","Eif3l",5
"2245","Eif3m",5
"2246","Eif4a1",3
"2247","Eif4a3",3
"2248","Eif4b",5
"2249","Eif4e3",2
"2250","Eif4ebp2",5
"2251","Eif4enif1",5
"2252","Eif4g2",5
"2253","Eif5a2",2
"2254","Eif6",3
"2255","Elac1",3
"2256","Elac2",8
"2257","Elavl2",8
"2258","Elavl4",5
"2259","Elf4",4
"2260","Elk1",7
"2261","Elk3",4
"2262","Ell3",5
"2263","Elmo1",3
"2264","Elmod3",1
"2265","Eln",4
"2266","Elovl2",5
"2267","Elovl4",3
"2268","Elovl5",4
"2269","Elp2",5
"2270","Elp3",5
"2271","Elp4",7
"2272","Elp5",8
"2273","Emb",5
"2274","Emc1",7
"2275","Emc2",4
"2276","Emc3",1
"2277","Emc4",4
"2278","Emc7",1
"2279","Emc9",1
"2280","Emcn",4
"2281","Emg1",5
"2282","Emilin1",4
"2283","Emilin2",1
"2284","Eml1",2
"2285","Eml2",1
"2286","Eml3",3
"2287","Eml4",8
"2288","Eml6",4
"2289","Emx2",5
"2290","Emx2os",5
"2291","Enc1",9
"2292","Endog",4
"2293","Endov",3
"2294","Eng",4
"2295","Engase",7
"2296","Enho",1
"2297","Enkur",4
"2298","Eno1",6
"2299","Eno2",6
"2300","Eno3",1
"2301","Enox1",1
"2302","Enpep",1
"2303","Enpp1",7
"2304","Enpp4",1
"2305","Enpp5",4
"2306","Enthd2",7
"2307","Entpd1",1
"2308","Entpd4",1
"2309","Entpd5",4
"2310","Eogt",1
"2311","Ep400",5
"2312","Epb4.1",5
"2313","Epb4.1l1",4
"2314","Epb4.1l2",5
"2315","Epb4.1l4aos",5
"2316","Epb4.1l4b",5
"2317","Epb4.1l5",3
"2318","Epb4.2",2
"2319","Epc2",3
"2320","Epcam",5
"2321","Epha1",2
"2322","Epha2",2
"2323","Epha4",5
"2324","Epha7",1
"2325","Ephb1",8
"2326","Ephb2",8
"2327","Ephb3",1
"2328","Ephb6",3
"2329","Ephx2",4
"2330","Epm2a",4
"2331","Epn1",4
"2332","Epn2",5
"2333","Epn3",6
"2334","Epor",4
"2335","Eppk1",9
"2336","Eprs",5
"2337","Eps15",9
"2338","Eps15l1",3
"2339","Eps8l2",5
"2340","Ept1",8
"2341","Eral1",3
"2342","Eras",5
"2343","Erbb2",1
"2344","Erbb2ip",9
"2345","Erbb3",6
"2346","Erbb4",1
"2347","Erc1",2
"2348","Ercc2",8
"2349","Ercc5",2
"2350","Ercc6l2",5
"2351","Erdr1",5
